Store,Dept,Date,Weekly_Sales,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month,Week,max,min,mean,median,std,Total_MarkDown
1,27,4/16/2019,1021.5,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,5131.93,623.57,1374.64965,1167,687.9051992,0
1,78,4/16/2019,12,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,12,10,11.5,12,1,0
1,79,4/16/2019,32135.69,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,48373.55,24738.86,33974.79294,32156.49,5728.899399,0
1,26,4/16/2019,8671.28,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,14479.39,4010.16,6767.997273,6253.05,1905.108021,0
1,2,4/16/2019,45025.02,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,65615.36,35819.83,46102.09042,45561.85,3440.673222,0
1,56,4/16/2019,16347.63,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,25,4/16/2019,12360.85,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,36,4/16/2019,1144.12,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,5850,64.5,1476.203566,1144,1139.133695,0
1,14,4/16/2019,12309.14,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,47983.72,9918.05,15268.55091,13579.21,5667.135875,0
1,37,4/16/2019,2800.67,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,3,4/16/2019,9226.8,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,35,4/16/2019,3204,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,40,4/16/2019,58400.17,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,41,4/16/2019,1057,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,13,4/16/2019,36663.26,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,34,4/16/2019,13632.64,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,42,4/16/2019,8910.56,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,44,4/16/2019,4159.49,A,151315,66.32,2.808,210.4887,7.808,0,2019,4,15,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,18,4/23/2019,65.24,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,53845.12,-1.27,7765.304425,2303.36,11435.69263,0
1,82,4/23/2019,16204.99,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,63787.12,15881.65,20727.86091,19854.55,5896.743538,0
1,6,4/23/2019,3945.19,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,28497.52,-139.65,4801.78014,4132.61,3317.432691,0
1,83,4/23/2019,4638.15,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,9660.09,2847.62,5704.048951,5551.16,1172.912138,0
1,28,4/23/2019,627.02,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,1151.63,258.1,593.113986,557.94,212.4368808,0
1,91,4/23/2019,56051.87,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,76603.53,48263.59,64238.94343,64022.49,6063.276662,0
1,23,4/23/2019,19377.76,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,62381,13053.74,21623.18469,20704.87,5973.220675,0
1,7,4/23/2019,18534.4,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,166697.72,9194.61,24566.48741,20212.71,18808.95846,0
1,93,4/23/2019,55781.92,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,97979.96,55082.4,71699.18238,72089.33,9300.200076,0
1,12,4/23/2019,11556.42,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,15560.17,6605.12,10566.54531,10724.56,1743.067882,0
1,85,4/23/2019,4157,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,9020.76,2360.35,3685.875524,3422.49,1123.845618,0
1,27,4/23/2019,1028,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,5131.93,623.57,1374.64965,1167,687.9051992,0
1,42,4/23/2019,7670.8,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,29,4/23/2019,4187.11,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,14065.97,2978.08,4651.04021,4158.06,1582.879201,0
1,21,4/23/2019,7127.27,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,13551.98,5898.29,7808.450559,7662.31,1067.245018,0
1,26,4/23/2019,7827.17,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,14479.39,4010.16,6767.997273,6253.05,1905.108021,0
1,19,4/23/2019,1577.25,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,2600.99,489.9,1259.018531,1229.72,394.0272661,0
1,98,4/23/2019,10156.01,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,20732.04,8283.28,11827.77077,11424.42,2081.131442,0
1,32,4/23/2019,5933.18,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,43995.62,3152.72,8202.668392,6939.97,5041.978717,0
1,80,4/23/2019,14283.64,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,22615.85,7320.66,17139.31462,16973.96,2414.333401,0
1,79,4/23/2019,28230.72,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,48373.55,24738.86,33974.79294,32156.49,5728.899399,0
1,81,4/23/2019,27455.91,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,36081.52,24041.67,29780.69657,29979.34,1849.372057,0
1,33,4/23/2019,5083.75,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,14881.25,2350.29,5946.431189,5070.49,2494.816814,0
1,11,4/23/2019,17349.9,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,44553.45,16107.93,24919.27063,23607.73,6135.183123,0
1,2,4/23/2019,44418.11,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,65615.36,35819.83,46102.09042,45561.85,3440.673222,0
1,30,4/23/2019,4283.99,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,5735,1986.16,3415.295035,3336.7,787.2616368,0
1,97,4/23/2019,29464,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,43995.15,28457.31,35207.34881,35362.9,3388.496723,0
1,87,4/23/2019,30756.13,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,68503.09,18911.79,46006.2772,46467.94,9269.715751,0
1,25,4/23/2019,11295.45,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,1,4/23/2019,16145.35,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,57592.12,14537.37,22513.32294,18535.48,9854.349032,0
1,22,4/23/2019,5816.92,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,20555.07,5133.32,8052.076154,7416.29,2567.297148,0
1,94,4/23/2019,60764.62,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,86052.03,45989.26,63180.56818,62767.87,6605.06502,0
1,10,4/23/2019,29091.15,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,43718.05,23058.41,31033.38636,30888.69,3509.190495,0
1,31,4/23/2019,1486.42,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,10581.34,901.11,2408.533287,1932.64,1599.208762,0
1,24,4/23/2019,5160.08,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,17223.95,2646.13,6187.38972,5164.1,2988.175068,0
1,90,4/23/2019,68521.99,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,116538.94,67584.03,82427.54783,81580.58,8355.642884,0
1,14,4/23/2019,12749.37,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,47983.72,9918.05,15268.55091,13579.21,5667.135875,0
1,37,4/23/2019,2783.93,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,74,4/23/2019,9499.39,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,20182.75,7583.13,11652.82741,11361.36,2119.986325,0
1,20,4/23/2019,3008.93,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,7272.2,2464.49,4091.571538,3985.35,921.3118931,0
1,56,4/23/2019,13262.63,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,55,4/23/2019,11082.83,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,71,4/23/2019,1995.5,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,7561.4,1027.53,2732.473357,2577.78,1018.142751,0
1,46,4/23/2019,17825.26,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,8,4/23/2019,32946.13,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,42663.75,31061.21,35718.25762,35356.12,2490.769188,0
1,67,4/23/2019,6384.8,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,16,4/23/2019,51604.72,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,59543.22,4594.95,24151.06133,21143.58,15457.0226,0
1,34,4/23/2019,12504.5,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,72,4/23/2019,42222.53,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,203670.47,30051.47,47390.6449,41104.42,23056.47445,0
1,3,4/23/2019,8868.93,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,36,4/23/2019,433.5,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,5850,64.5,1476.203566,1144,1139.133695,0
1,35,4/23/2019,3047,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,40,4/23/2019,58623.36,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,60,4/23/2019,704,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,2226.4,589.6,1020.995804,985.6,238.6568548,0
1,41,4/23/2019,879,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,44,4/23/2019,4486.95,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,5,4/23/2019,24763.98,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,85676.09,11570.27,24257.94112,21183.42,11330.2865,0
1,59,4/23/2019,897.87,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,18016.74,107.13,857.7751049,354,1880.958217,0
1,58,4/23/2019,6634,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,7790,570,3372.474476,3296,1542.183327,0
1,49,4/23/2019,12738.26,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,17190.6,7291.66,11437.93126,11313.7,2007.971573,0
1,51,4/23/2019,48.92,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,185.8,0.75,32.71272727,22.24,35.68451803,0
1,52,4/23/2019,2742.02,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,4205.67,1218.46,2355.439371,2231.45,678.9606435,0
1,17,4/23/2019,8036.98,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,19842,5913.51,9196.557902,8712.44,2025.029196,0
1,45,4/23/2019,23.97,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,80.29,2.5,23.99507042,13.5,17.82806214,0
1,9,4/23/2019,24664.06,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,50675.72,11355.87,28062.05224,27333.83,8422.254593,0
1,13,4/23/2019,36058.1,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,4,4/23/2019,33806.71,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,47893.23,32497.43,36964.15448,36579.96,2930.698313,0
1,54,4/23/2019,88,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,616,-50,90.92105263,53.16,99.55917105,0
1,48,4/23/2019,671,A,151315,64.84,2.795,210.4391228,7.808,0,2019,4,16,6445,-223,917.72792,641,890.8856952,0
1,67,4/30/2019,8683.44,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,59,4/30/2019,797.05,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,18016.74,107.13,857.7751049,354,1880.958217,0
1,87,4/30/2019,31240.73,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,68503.09,18911.79,46006.2772,46467.94,9269.715751,0
1,97,4/30/2019,29095.46,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,43995.15,28457.31,35207.34881,35362.9,3388.496723,0
1,81,4/30/2019,28836.25,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,36081.52,24041.67,29780.69657,29979.34,1849.372057,0
1,60,4/30/2019,932.8,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,2226.4,589.6,1020.995804,985.6,238.6568548,0
1,6,4/30/2019,4736.15,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,28497.52,-139.65,4801.78014,4132.61,3317.432691,0
1,36,4/30/2019,1107,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,5850,64.5,1476.203566,1144,1139.133695,0
1,42,4/30/2019,9368.81,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,31,4/30/2019,1421.25,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,10581.34,901.11,2408.533287,1932.64,1599.208762,0
1,51,4/30/2019,50.79,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,185.8,0.75,32.71272727,22.24,35.68451803,0
1,79,4/30/2019,30450.45,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,48373.55,24738.86,33974.79294,32156.49,5728.899399,0
1,8,4/30/2019,34168.23,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,42663.75,31061.21,35718.25762,35356.12,2490.769188,0
1,56,4/30/2019,10546.89,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,85,4/30/2019,4449.36,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,9020.76,2360.35,3685.875524,3422.49,1123.845618,0
1,94,4/30/2019,60744.62,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,86052.03,45989.26,63180.56818,62767.87,6605.06502,0
1,93,4/30/2019,55901.42,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,97979.96,55082.4,71699.18238,72089.33,9300.200076,0
1,91,4/30/2019,55068.72,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,76603.53,48263.59,64238.94343,64022.49,6063.276662,0
1,54,4/30/2019,277,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,616,-50,90.92105263,53.16,99.55917105,0
1,90,4/30/2019,67584.03,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,116538.94,67584.03,82427.54783,81580.58,8355.642884,0
1,74,4/30/2019,10712.5,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,20182.75,7583.13,11652.82741,11361.36,2119.986325,0
1,52,4/30/2019,2625.26,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,4205.67,1218.46,2355.439371,2231.45,678.9606435,0
1,55,4/30/2019,11439.61,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,82,4/30/2019,17115.38,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,63787.12,15881.65,20727.86091,19854.55,5896.743538,0
1,5,4/30/2019,22006.41,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,85676.09,11570.27,24257.94112,21183.42,11330.2865,0
1,19,4/30/2019,1384.69,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,2600.99,489.9,1259.018531,1229.72,394.0272661,0
1,98,4/30/2019,9845.35,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,20732.04,8283.28,11827.77077,11424.42,2081.131442,0
1,83,4/30/2019,4085.57,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,9660.09,2847.62,5704.048951,5551.16,1172.912138,0
1,58,4/30/2019,2893,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,7790,570,3372.474476,3296,1542.183327,0
1,72,4/30/2019,38131.53,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,203670.47,30051.47,47390.6449,41104.42,23056.47445,0
1,71,4/30/2019,1500.88,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,7561.4,1027.53,2732.473357,2577.78,1018.142751,0
1,80,4/30/2019,13879.7,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,22615.85,7320.66,17139.31462,16973.96,2414.333401,0
1,12,4/30/2019,10651.84,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,15560.17,6605.12,10566.54531,10724.56,1743.067882,0
1,7,4/30/2019,22723.48,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,166697.72,9194.61,24566.48741,20212.71,18808.95846,0
1,49,4/30/2019,9093.27,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,17190.6,7291.66,11437.93126,11313.7,2007.971573,0
1,1,4/30/2019,16555.11,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,57592.12,14537.37,22513.32294,18535.48,9854.349032,0
1,33,4/30/2019,4844,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,14881.25,2350.29,5946.431189,5070.49,2494.816814,0
1,34,4/30/2019,10679.49,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,4,4/30/2019,33437.8,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,47893.23,32497.43,36964.15448,36579.96,2930.698313,0
1,13,4/30/2019,36717.2,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,48,4/30/2019,227,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,6445,-223,917.72792,641,890.8856952,0
1,22,4/30/2019,5271.14,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,20555.07,5133.32,8052.076154,7416.29,2567.297148,0
1,46,4/30/2019,18120.31,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,20,4/30/2019,3957.01,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,7272.2,2464.49,4091.571538,3985.35,921.3118931,0
1,24,4/30/2019,4628.59,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,17223.95,2646.13,6187.38972,5164.1,2988.175068,0
1,32,4/30/2019,9109.86,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,43995.62,3152.72,8202.668392,6939.97,5041.978717,0
1,45,4/30/2019,50.41,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,80.29,2.5,23.99507042,13.5,17.82806214,0
1,23,4/30/2019,18274.46,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,62381,13053.74,21623.18469,20704.87,5973.220675,0
1,25,4/30/2019,11435.6,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,35,4/30/2019,2454,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,26,4/30/2019,7971.44,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,14479.39,4010.16,6767.997273,6253.05,1905.108021,0
1,21,4/30/2019,7665.23,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,13551.98,5898.29,7808.450559,7662.31,1067.245018,0
1,2,4/30/2019,45971.3,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,65615.36,35819.83,46102.09042,45561.85,3440.673222,0
1,27,4/30/2019,1061.29,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,5131.93,623.57,1374.64965,1167,687.9051992,0
1,44,4/30/2019,4414.76,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,9,4/30/2019,24035.42,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,50675.72,11355.87,28062.05224,27333.83,8422.254593,0
1,41,4/30/2019,723,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,10,4/30/2019,30666.59,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,43718.05,23058.41,31033.38636,30888.69,3509.190495,0
1,17,4/30/2019,8769.42,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,19842,5913.51,9196.557902,8712.44,2025.029196,0
1,40,4/30/2019,57805.71,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,28,4/30/2019,691.4,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,1151.63,258.1,593.113986,557.94,212.4368808,0
1,14,4/30/2019,12172.32,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,47983.72,9918.05,15268.55091,13579.21,5667.135875,0
1,37,4/30/2019,3083.11,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,29,4/30/2019,3793.75,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,14065.97,2978.08,4651.04021,4158.06,1582.879201,0
1,3,4/30/2019,9337.44,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,11,4/30/2019,20001.75,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,44553.45,16107.93,24919.27063,23607.73,6135.183123,0
1,30,4/30/2019,3728.17,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,5735,1986.16,3415.295035,3336.7,787.2616368,0
1,16,4/30/2019,48858.08,A,151315,67.41,2.78,210.3895456,7.808,0,2019,4,17,59543.22,4594.95,24151.06133,21143.58,15457.0226,0
1,42,5/7/2019,9415.84,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,54,5/7/2019,233,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,616,-50,90.92105263,53.16,99.55917105,0
1,67,5/7/2019,17902.17,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,59,5/7/2019,998.14,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,18016.74,107.13,857.7751049,354,1880.958217,0
1,46,5/7/2019,19219.2,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,17,5/7/2019,9970,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,19842,5913.51,9196.557902,8712.44,2025.029196,0
1,20,5/7/2019,4249.64,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,7272.2,2464.49,4091.571538,3985.35,921.3118931,0
1,41,5/7/2019,964,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,55,5/7/2019,11062.66,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,28,5/7/2019,773.22,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,1151.63,258.1,593.113986,557.94,212.4368808,0
1,83,5/7/2019,6034.61,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,9660.09,2847.62,5704.048951,5551.16,1172.912138,0
1,5,5/7/2019,19260.44,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,85676.09,11570.27,24257.94112,21183.42,11330.2865,0
1,45,5/7/2019,2.5,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,80.29,2.5,23.99507042,13.5,17.82806214,0
1,48,5/7/2019,274,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,6445,-223,917.72792,641,890.8856952,0
1,36,5/7/2019,1455.5,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,5850,64.5,1476.203566,1144,1139.133695,0
1,52,5/7/2019,3792.44,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,4205.67,1218.46,2355.439371,2231.45,678.9606435,0
1,44,5/7/2019,5201.2,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,14,5/7/2019,14460.84,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,47983.72,9918.05,15268.55091,13579.21,5667.135875,0
1,8,5/7/2019,35393.78,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,42663.75,31061.21,35718.25762,35356.12,2490.769188,0
1,37,5/7/2019,3529.85,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,3,5/7/2019,9372.8,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,4,5/7/2019,37168.34,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,47893.23,32497.43,36964.15448,36579.96,2930.698313,0
1,56,5/7/2019,11085.84,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,58,5/7/2019,4608,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,7790,570,3372.474476,3296,1542.183327,0
1,49,5/7/2019,14878.8,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,17190.6,7291.66,11437.93126,11313.7,2007.971573,0
1,13,5/7/2019,40113.4,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,60,5/7/2019,1372.8,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,2226.4,589.6,1020.995804,985.6,238.6568548,0
1,40,5/7/2019,61099.85,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,16,5/7/2019,52933.2,A,151315,72.55,2.835,210.3399684,7.808,0,2019,5,18,59543.22,4594.95,24151.06133,21143.58,15457.0226,0
